id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
21985184,https://www.airbnb.com/rooms/21985184,2.02406E+13,6/30/2024,city scrape,SPECTACULAR OCEAN-FRONT HOME IN MONTEREY BAY,"California is known for some of the most beautiful beaches in the world and Pajaro Dunes is no exception. Positioned on the oceanfront, this 3,000+ sq. ft home has one of the most spectacular views along the coastline and is situated on one of the most private stretches of beach in Monterey Bay.  Just like us, you will be captivated by the daily views of birds, dolphins, whales, sea otters and other wildlife and your breath taken away by the incredibly beautiful evening sunsets.","Stay here and you’ll find our very own strand of sandy white beach and natural habitat surrounding our community of beautiful shoreline vacation rentals, all overlooking the magnificent Pacific Ocean. Our sun-drenched oasis may be located halfway between Santa Cruz and Monterey/Carmel, but it’s a world apart!",https://a0.muscache.com/pictures/d2ce87d9-b3f1-4a17-ae7c-d2d171a5dd4d.jpg,8284141,https://www.airbnb.com/users/show/8284141,Carl,8/20/2013,"Saratoga, CA",,within a few hours,100%,60%,t,https://a0.muscache.com/im/pictures/user/e9bff41a-5e29-4b96-a7fa-5862b192ec09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e9bff41a-5e29-4b96-a7fa-5862b192ec09.jpg?aki_policy=profile_x_medium,,2,2,['phone'],t,f,Neighborhood highlights,Unincorporated Areas,,36.85671,-121.81422,Entire home,Entire home/apt,12,0,0 baths,0,1,"[""Heating"", ""Children\u2019s books and toys"", ""Crib - available upon request"", ""Iron"", ""Children\u2019s dinnerware"", ""Oven"", ""Freezer"", ""First aid kit"", ""Waterfront"", ""Self check-in"", ""Toaster"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Books and reading material"", ""Baking sheet"", ""Laundromat nearby"", ""Essentials"", ""Bathtub"", ""Fire pit"", ""Free street parking"", ""Portable fans"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Room-darkening shades"", ""Outdoor furniture"", ""Ping pong table"", ""Backyard"", ""Private patio or balcony"", ""Blender"", ""Beach essentials"", ""TV with Roku, standard cable"", ""Microwave"", ""Lockbox"", ""Dining table"", ""Smoke alarm"", ""Cooking basics"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Indoor fireplace: wood-burning"", ""Extra pillows and blankets"", ""Coffee"", ""Outdoor dining area"", ""Beach view"", ""Stove"", ""Bed linens"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Long term stays allowed"", ""Wine glasses"", ""Dishwasher"", ""BBQ grill"", ""Wifi"", ""Barbecue utensils"", ""Ocean view"", ""Washer"", ""Free parking on premises"", ""Beach access \u2013 Beachfront"", ""Fireplace guards"", ""Hot water"", ""Hangers""]","$1,100.00 ",3,30,3,3,30,30,3,30,,t,0,0,0,4,6/30/2024,66,4,0,1/15/2018,8/15/2023,4.85,4.88,4.58,5,4.98,4.98,4.67,,f,1,1,0,0,0.84
22034201,https://www.airbnb.com/rooms/22034201,2.02406E+13,6/30/2024,city scrape,Casita de Capitola #2,"This modern and newly remodeled one bedroom apartment lies on the hill above of Capitola village, a quaint California resort town.","The property is located within walking distance of Capitola village and its scenic wharf, its charming shops, award-winning restaurants and assorted pubs – only a short distance from 41st Ave’s malls and services too!",https://a0.muscache.com/pictures/prohost-api/Hosting-22034201/original/3aa1583e-0053-4c35-9b83-782da81a1f95.png,15867956,https://www.airbnb.com/users/show/15867956,Surf City,5/22/2014,"Santa Cruz, CA","Surf City Rentals is your local, dedicated team offering remarkable vacation homes in Surf City! Our comfortable, well-appointed rentals are stocked with amenities for an unforgettable stay. Explore Surf City with us, and begin your memorable vacation.",within an hour,99%,99%,t,https://a0.muscache.com/im/pictures/user/5e72660b-4d6d-4d5c-9fb7-3901aa2aec66.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5e72660b-4d6d-4d5c-9fb7-3901aa2aec66.jpg?aki_policy=profile_x_medium,Santa Cruz,57,152,"['email', 'phone']",t,t,Neighborhood highlights,City of Capitola,,36.97514,-121.95239,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Heating"", ""Oven"", ""Iron"", ""Self check-in"", ""Patio or balcony"", ""Refrigerator"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Dryer"", ""Kitchen"", ""Microwave"", ""Coffee maker"", ""TV with standard cable"", ""Shampoo"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Hair dryer"", ""Stove"", ""Bed linens"", ""Carbon monoxide alarm"", ""Wifi"", ""Washer""]",$100.00 ,30,1125,30,30,1125,1125,30,1125,,t,4,6,36,36,6/30/2024,29,0,0,5/28/2018,2/3/2023,4.66,4.79,4.55,4.86,4.86,4.83,4.55,,t,47,47,0,0,0.39
22067314,https://www.airbnb.com/rooms/22067314,2.02406E+13,6/30/2024,city scrape,Quiet Escape,"You are invited to unwind and enjoy a quiet escape from the crowds in our funky bungalow where you'll have a private room in a quiet non-smoking house on a quiet pleasure point neighborhood street; Short walk to beach, surf, restaurants, coffee shops, bus stop, shopping and more. We value kindness & respect, diversity & inclusion, resource conservation & waste reduction. We enjoy meeting people from different backgrounds.<br />Please read all details below and include an ETA with your booking request","In addition to the convenient mid-county location, we are a short walk to world class surfing, beaches, coffee roasters, restaurants, delis & shopping. This street is usually very quiet in spite of dense housing. We are 1.5 blocks to the water, 1 mile from the quaint beach town of Capitola Village, and 4 miles to downtown Santa Cruz & the famous Beach Boardwalk. In addition to neighborhood parks & nature areas, we are a short drive to several state parks and private forests with hiking trails, redwoods, rivers, creeks, and more beaches to explore.",https://a0.muscache.com/pictures/e6d4407c-fc2e-47af-b1c6-1a0c49d5f689.jpg,1838525,https://www.airbnb.com/users/show/1838525,Ruth,3/1/2012,"Santa Cruz, CA","from Santa Cruz, CA.",within an hour,100%,82%,t,https://a0.muscache.com/im/users/1838525/profile_pic/1437935426/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1838525/profile_pic/1437935426/original.jpg?aki_policy=profile_x_medium,Santa Cruz,1,1,"['email', 'phone']",t,t,Neighborhood highlights,City of Capitola,,36.96237,-121.96751,Private room in home,Private room,2,1,1 private bath,1,1,"[""Luggage dropoff allowed"", ""Shared BBQ grill: gas"", ""Freezer"", ""Free driveway parking on premises \u2013 1 space"", ""Refrigerator"", ""Hot water kettle"", ""Private entrance"", ""Mini fridge"", ""Host greets you"", ""EV charger - level 2"", ""Books and reading material"", ""Shared beach access"", ""Laundromat nearby"", ""Essentials"", ""Bathtub"", ""Clothing storage"", ""Free street parking"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Body soap"", ""Outdoor furniture"", ""Single level home"", ""Beach essentials"", ""Microwave"", ""Shampoo"", ""Smoke alarm"", ""Dishes and silverware"", ""Cleaning products"", ""Hair dryer"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Bed linens"", ""Carbon monoxide alarm"", ""Wifi"", ""Portable heater"", ""Hot water"", ""Hangers""]",$96.00 ,2,28,2,2,28,28,2,28,,t,2,3,3,3,6/30/2024,8,8,0,9/3/2023,3/25/2024,5,5,5,5,5,5,5,,f,1,0,1,0,0.79
22079974,https://www.airbnb.com/rooms/22079974,2.02406E+13,6/30/2024,city scrape,Seacliff Rose On Bluff with Ocean Views/Pet Friend,Home with picture windows of the bay in Seacliff neighborhood of Aptos.  Pet Friendly,Quiet Aptos/Seacliff Neighborhood,https://a0.muscache.com/pictures/prohost-api/Hosting-22079974/original/5bf86193-fdc2-43d1-9610-e01713e2797f.jpeg,62542564,https://www.airbnb.com/users/show/62542564,Kendall & Potter Property Mgmt,3/11/2016,"Santa Cruz, CA","We've been helping people make terrific Santa Cruz Memories for generations.  Let us assist in making your next beach vacation amazing.

Kendall & Potter was established as a real estate company over fifty years ago. 
The brokers Skipper Kendall and William Potter moved to Aptos to fulfill their dream of working in a small town in Santa Cruz County. They soon expanded their services to include property management and relocation to Santa Cruz County along the Monterey Coast.

Kendall & Potter continues to be seen as one of the leading forces in Santa Cruz County Real Estate Property Management.

Rita Law, now owner and broker, purchased the property department and has been on site for nearly 50 years.

Kendall & Potter Property Management offers a variety of home services – including complete property management services, leases on unfurnished properties and rental homes in Santa Cruz, as well as Monterey Coast & Santa Cruz vacation rentals management and corporate housing.",within an hour,95%,98%,f,https://a0.muscache.com/im/pictures/user/588fa1fb-0c6c-4fbf-a07f-4d3e1ddba051.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/588fa1fb-0c6c-4fbf-a07f-4d3e1ddba051.jpg?aki_policy=profile_x_medium,Santa Cruz,33,70,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Unincorporated Areas,,36.9730765,-121.9146635,Entire home,Entire home/apt,6,1.5,1.5 baths,3,3,"[""Heating"", ""Oven"", ""Iron"", ""Indoor fireplace"", ""Toaster"", ""Patio or balcony"", ""Refrigerator"", ""Fire extinguisher"", ""Private entrance"", ""Essentials"", ""Bathtub"", ""Dryer"", ""Kitchen"", ""Backyard"", ""Blender"", ""Microwave"", ""Coffee maker"", ""TV with standard cable"", ""Dining table"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Hangers"", ""Pets allowed"", ""Stove"", ""Bed linens"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishwasher"", ""Wifi"", ""Free parking on premises"", ""Washer""]",$510.00 ,2,365,2,3,365,365,2.4,365,,t,9,31,55,245,6/30/2024,7,6,2,8/8/2022,6/23/2024,5,5,5,4.57,4.86,5,4.57,,f,33,33,0,0,0.3
22108159,https://www.airbnb.com/rooms/22108159,2.02406E+13,6/30/2024,city scrape,Beach Suite,"Welcome to your shared yet very private space. 2  blocks from a great local beach! The space is a part of the property with our family house in a great neighborhood between downtown Santa Cruz and Capitola Village. Fully private suite with King size bed, living space, bathroom and other facilities. Great location, charming, classic and cozy space.<br />Soft top longboards, boogie boards, beach chairs, beach accessories available for use. This is a fully private space! No Animal Allowed!","One minute stroll to the closest beach. Beach stair access on 20th Ave, where we are. And Sunny Cove access is on 17th Avenue. <br />Close to Pleasure Point, Captiola, The Santa Cruz Harbor, and The Boardwalk. <br />Perfect central location for getting around Santa Cruz. <br />We are on a corner lot in a neighborhood with a main road where you park your car and access the Cottage.",https://a0.muscache.com/pictures/5300705b-f942-414e-be70-1e6c5413a554.jpg,3731785,https://www.airbnb.com/users/show/3731785,Andrew,10/2/2012,"Santa Cruz, CA","I am an outdoor enthusiast. My wife and I have 3 children. We love to travel , adventure, and enjoy the journeys and unknowns of life. ",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/0f8956ff-a677-461d-8163-e902970325c3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0f8956ff-a677-461d-8163-e902970325c3.jpg?aki_policy=profile_x_medium,Santa Cruz,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Unincorporated Areas,,36.96358593,-121.9865999,Entire guest suite,Entire home/apt,2,1,1 bath,1,1,"[""Heating"", ""Ethernet connection"", ""Drying rack for clothing"", ""Freezer"", ""First aid kit"", ""BBQ grill: gas"", ""Self check-in"", ""Clothing storage: dresser"", ""Toaster"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Mini fridge"", ""Conditioner"", ""Host greets you"", ""Garden view"", ""Books and reading material"", ""Shared beach access"", ""Shared backyard \u2013 Fully fenced"", ""Laundromat nearby"", ""Keypad"", ""Essentials"", ""Bathtub"", ""Board games"", ""Free street parking"", ""Exterior security cameras on property"", ""Portable fans"", ""Body soap"", ""Baby bath"", ""Shower gel"", ""Indoor fireplace: gas"", ""Outdoor furniture"", ""Ping pong table"", ""Beach essentials"", ""Microwave"", ""Dining table"", ""Shampoo"", ""Smoke alarm"", ""Cleaning products"", ""Fast wifi \u2013 93 Mbps"", ""Hair dryer"", ""Extra pillows and blankets"", ""Coffee"", ""Dedicated workspace"", ""Bed linens"", ""Baby safety gates"", ""Carbon monoxide alarm"", ""Wine glasses"", ""Coffee maker: pour-over coffee"", ""Hot water"", ""Hangers""]",$259.00 ,1,14,1,1,1125,1125,1,1125,,t,22,51,81,351,6/30/2024,113,47,3,12/6/2017,6/20/2024,4.96,4.96,4.95,5,4.99,4.96,4.82,,f,1,1,0,0,1.41
22123893,https://www.airbnb.com/rooms/22123893,2.02406E+13,6/30/2024,city scrape,Sunset Cottage,Welcome to the Sunset Cottage overlooking Twin Lakes Beach!,,https://a0.muscache.com/pictures/prohost-api/Hosting-22123893/original/6562e9a6-3b43-429b-adc7-7344249eef6e.jpeg,39753425,https://www.airbnb.com/users/show/39753425,Beachnest,7/27/2015,"Santa Cruz, CA","Our comfortable, well-maintained and fully furnished vacation rentals professionally managed  by Beachnest Vacation Rentals provides you with a true home-away-from-home experience and each property is close to all that Santa Cruz County has to offer. Allow us to help customize your Santa Cruz vacation rental with the amenities that are most important to you – from dramatic oceanfront whitewater views to family and pet-friendly properties, we focus on top-notch customer service from the time you begin your initial inquiry, to the time that you check-out – our highest priority is to exceed your expectations.",within an hour,100%,95%,f,https://a0.muscache.com/im/users/39753425/profile_pic/1438038434/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/39753425/profile_pic/1438038434/original.jpg?aki_policy=profile_x_medium,Santa Cruz,42,100,"['phone', 'work_email']",t,t,,Unincorporated Areas,,36.9629,-121.99518,Entire home,Entire home/apt,4,2,2 baths,2,2,"[""Heating"", ""Oven"", ""Iron"", ""Indoor fireplace"", ""First aid kit"", ""Self check-in"", ""Toaster"", ""Patio or balcony"", ""Refrigerator"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Dryer"", ""Kitchen"", ""Backyard"", ""Blender"", ""Microwave"", ""Coffee maker"", ""TV with standard cable"", ""Dining table"", ""Shampoo"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Hair dryer"", ""Pets allowed"", ""Stove"", ""Bed linens"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishwasher"", ""Wifi"", ""Washer"", ""Free parking on premises"", ""Hangers""]",$594.00 ,1,1125,2,30,1125,1125,28.1,1125,,t,5,29,32,304,6/30/2024,4,0,0,6/19/2018,6/4/2021,4,4.5,3.25,5,4.75,4.75,3.25,,t,39,39,0,0,0.05
22148933,https://www.airbnb.com/rooms/22148933,2.02406E+13,6/30/2024,city scrape,The Driftwood Cottage,Driftwood Cottage... steps away from Pleasure Point!,,https://a0.muscache.com/pictures/prohost-api/Hosting-22148933/original/5fb484ec-15f6-4323-91d0-d16cbdc03817.jpeg,15867956,https://www.airbnb.com/users/show/15867956,Surf City,5/22/2014,"Santa Cruz, CA","Surf City Rentals is your local, dedicated team offering remarkable vacation homes in Surf City! Our comfortable, well-appointed rentals are stocked with amenities for an unforgettable stay. Explore Surf City with us, and begin your memorable vacation.",within an hour,99%,99%,t,https://a0.muscache.com/im/pictures/user/5e72660b-4d6d-4d5c-9fb7-3901aa2aec66.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5e72660b-4d6d-4d5c-9fb7-3901aa2aec66.jpg?aki_policy=profile_x_medium,Santa Cruz,57,152,"['email', 'phone']",t,t,,City of Capitola,,36.96127,-121.97262,Entire home,Entire home/apt,8,2,2 baths,3,4,"[""Heating"", ""Luggage dropoff allowed"", ""Oven"", ""Iron"", ""Self check-in"", ""Toaster"", ""Patio or balcony"", ""Refrigerator"", ""Fire extinguisher"", ""Hot water kettle"", ""Private entrance"", ""Keypad"", ""Essentials"", ""Bathtub"", ""Free street parking"", ""Dryer"", ""Kitchen"", ""Outdoor furniture"", ""Backyard"", ""Single level home"", ""Blender"", ""Microwave"", ""Coffee maker"", ""Shampoo"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Hair dryer"", ""Pets allowed"", ""Stove"", ""Bed linens"", ""TV"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishwasher"", ""Wifi"", ""Washer"", ""Free parking on premises"", ""Hot water"", ""Hangers""]",$392.00 ,2,90,2,3,90,90,2.3,90,,t,8,31,45,222,6/30/2024,102,13,1,12/27/2017,6/9/2024,4.77,4.9,4.77,4.95,4.91,4.84,4.58,,f,47,47,0,0,1.29
22246863,https://www.airbnb.com/rooms/22246863,2.02406E+13,6/30/2024,city scrape,Golfer's Paradise - Next to Seascape Country Club,"A golfer’s paradise located next to Seascape golf course & country club. P#221382. Walking distance to Sea Cliff and Rio Del Mar Beach. This charming property is ideal for entertaining with a gourmet kitchen, beautiful, spacious indoor & outdoor dining areas. Offering a custom primary bed and bath plus 3 additional large bedrooms. Gather around 2 indoor fireplaces or the custom-built outdoor fireplace/grill/pizza oven on the outdoor flagstone patio.",Rio Del Mar Beach is approximately a 5 minute drive or 12 minute walk from the house. <br />Seascape Resort is approximately a 6 minute drive from the house.,https://a0.muscache.com/pictures/prohost-api/Hosting-22246863/original/1b7b8460-a4d2-4f81-b395-e4527a0aec5c.jpeg,24413952,https://www.airbnb.com/users/show/24413952,Power West,12/2/2014,"Capitola, CA",We are a Real Estate and Property Management company located in the heart of Santa Cruz and Capitola.  We offer clean and fun getaways for you and your guests!,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/6ebee509-a759-4c51-a5b1-9ebf667ddf5a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6ebee509-a759-4c51-a5b1-9ebf667ddf5a.jpg?aki_policy=profile_x_medium,Santa Cruz,33,46,"['email', 'phone']",t,t,Neighborhood highlights,Unincorporated Areas,,36.96957,-121.89683,Entire home,Entire home/apt,10,2.5,2.5 baths,4,6,"[""Heating"", ""Oven"", ""Iron"", ""Gas stove"", ""Self check-in"", ""Patio or balcony"", ""Refrigerator"", ""Fire extinguisher"", ""Private entrance"", ""Indoor fireplace: gas, wood-burning"", ""Garden view"", ""Courtyard view"", ""Essentials"", ""Bathtub"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Lockbox"", ""Coffee maker"", ""TV with standard cable"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Crib"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Bed linens"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishwasher"", ""Wifi"", ""Free parking on premises"", ""Private backyard \u2013 Fully fenced"", ""Hot water"", ""Hangers""]",$649.00 ,2,29,2,3,1125,1125,2,1125,,t,13,33,61,330,6/30/2024,185,13,2,1/21/2018,6/9/2024,4.72,4.74,4.75,4.92,4.85,4.85,4.6,,t,32,32,0,0,2.36
22248157,https://www.airbnb.com/rooms/22248157,2.02406E+13,6/30/2024,city scrape,Redwood Retreat (Private Studio) Carbonera Estates,"Light and airy, easily accessible, located a mile from Highway 17 , two miles from downtown Santa Cruz. In a quiet, secluded residential neighborhood, private studio is located above a convergence of streams adjacent to a 20 acre green belt where occasional coyotes can be heard at night and deer are abundant. Sleep on high thread count 100% cotton sheets, pillow top king bed and enjoy a rain shower, drying with plush Turkish towels.. Newly completed in Winter 2019.<br /><br /><br /><br /><br /><br /><br />NON SMOKING PROPERTY","Situated in exclusive Carbonera Estates, adjacent to a 20 acre Green Belt this Home with private studio (separate entrance) is just a couple of miles from downtown Santa Cruz and the beach.  Less than one mile to Scotts Valley, The Mystery Spot, Pasatiempo and DeLaveaga Courses. Approximately 5 miles from Multiversity<br />Centrally located, we are about a mile from highways 17 and 1.",https://a0.muscache.com/pictures/b03f9404-3474-45f7-954d-1484605c5f3e.jpg,162562653,https://www.airbnb.com/users/show/162562653,Lisa,12/13/2017,"Santa Cruz, CA","My husband and I are a middle aged couple with three adult children.  We have lived in our beautiful home for the past 30 years on an acre of redwood/wildlife paradise.

I am a retired CEO and  retired animal shelter  executive director and my husband is a Structural Engineer.

We love family, friends (old and new), animals and travel.

",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/ca65a7b6-f2ab-48cf-820f-0b31c80fe3aa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ca65a7b6-f2ab-48cf-820f-0b31c80fe3aa.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,Unincorporated Areas,,36.99974,-122.009,Entire home,Entire home/apt,2,1,1 bath,1,1,"[""Heating"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Iron"", ""Mountain view"", ""First aid kit"", ""Self check-in"", ""Clothing storage: dresser"", ""Refrigerator"", ""Fire extinguisher"", ""Private entrance"", ""Conditioner"", ""Essentials"", ""Fire pit"", ""Free street parking"", ""Exterior security cameras on property"", ""Portable fans"", ""Body soap"", ""Room-darkening shades"", ""Shower gel"", ""Outdoor furniture"", ""Private patio or balcony"", ""Private backyard \u2013 Not fully fenced"", ""Microwave"", ""Lockbox"", ""Shampoo"", ""Smoke alarm"", ""Dishes and silverware"", ""Cleaning products"", ""Hair dryer"", ""Extra pillows and blankets"", ""Wifi \u2013 34 Mbps"", ""Dedicated workspace"", ""Coffee maker: Keurig coffee machine"", ""TV with Roku, Netflix, standard cable"", ""Outdoor dining area"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hot water"", ""Hangers""]",$201.00 ,1,27,1,2,27,27,1.3,27,,t,22,47,77,77,6/30/2024,178,10,1,12/31/2017,6/9/2024,4.91,4.93,4.84,4.95,4.94,4.96,4.84,,f,1,1,0,0,2.25
22251361,https://www.airbnb.com/rooms/22251361,2.02406E+13,6/30/2024,city scrape,Remote Mountain Suite with Hot Tub,"One-bedroom attached in-law suite with private entrance- relaxing den with large leather couch, flat screen tv (Roku/no cable) kitchenette w/hot plate and private bath.  Supplied with bottle of wine and breakfast essentials.  Mountain location 2.5 miles down a very narrow scenic ridge-top road on 6 beautiful acres of lush vegetation and towering redwood trees. Ideal for a couple or small family looking to explore the Santa Cruz county Mountains, Bay Area and coast without breaking the bank.","Rural Mountain residential setting in the redwoods. Uber is not always dependable up here.  8-12 minutes from Hwy 17, Summit Exit. (the first time you drive here, this last stretch may feel longer even though its only 2 miles).  Quiet, green and scenic with limited local traffic. Private road is great for evening or morning walks. <br /><br />10 minutes to the locals favorite pizza spot and  15 minutes to a nearby brewery, grocery store and wide selection of restaurants and bars in Scott’s Valley. 20 minutes to Los Gatos. Unfortunately, food delivery is not available in our area.<br /><br />Within 20 minutes to more than a dozen wineries<br />25-30 minutes to Santa Cruz/Surfing<br />20 minutes to Downtown Los Gatos<br />23 minutes to Good Samaritan Hospital <br />10 minutes to Scott’s Valley <br />60 minutes to Monterey <br />90 minutes to San Francisco<br />20 minutes to San Jose Airport<br />80 minutes to SFO",https://a0.muscache.com/pictures/5703156a-36c1-4729-a0f7-b18ec4682d56.jpg,50031570,https://www.airbnb.com/users/show/50031570,Emily,11/28/2015,"Los Gatos, CA","Attorney, outdoor enthusiast, Park City Utah native and California transplant. Mom of a two delightful little girls and lover of fine wine.

",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/415c5135-c749-4d7c-b4c1-74bbee01d1f3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/415c5135-c749-4d7c-b4c1-74bbee01d1f3.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Unincorporated Areas,,37.12644,-121.98954,Entire guest suite,Entire home/apt,3,1,1 bath,1,1,"[""Heating"", ""Children\u2019s books and toys"", ""Luggage dropoff allowed"", ""Iron"", ""Freezer"", ""Mountain view"", ""Shared hot tub - available all year, open 24 hours"", ""First aid kit"", ""HDTV with Amazon Prime Video, Roku, Netflix"", ""Self check-in"", ""Toaster"", ""Fire extinguisher"", ""Mini-fridge  refrigerator"", ""Hot water kettle"", ""Private entrance"", ""Mini fridge"", ""Conditioner"", ""Books and reading material"", ""Kitchenette"", ""Shared backyard \u2013 Fully fenced"", ""High chair"", ""Essentials"", ""Babysitter recommendations"", ""Board games"", ""Exterior security cameras on property"", ""Clothing storage: closet and dresser"", ""Sound bar sound system with Bluetooth and aux"", ""Outlet covers"", ""Portable fans"", ""Fast wifi \u2013 67 Mbps"", ""Body soap"", ""Baby bath"", ""Outdoor furniture"", ""Free washer \u2013 In building"", ""Beach essentials"", ""Microwave"", ""Breakfast"", ""Lockbox"", ""Dining table"", ""Shampoo"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Cooking basics"", ""Cleaning products"", ""Crib"", ""Hair dryer"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Baby monitor"", ""Coffee maker: espresso machine, Keurig coffee machine"", ""Coffee"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Central air conditioning"", ""Pets allowed"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Exercise equipment: stationary bike, yoga mat"", ""Wine glasses"", ""Hot water"", ""Hangers""]",$127.00 ,2,28,2,2,1125,1125,2,1125,,t,1,21,45,135,6/30/2024,261,42,3,2/26/2018,6/22/2024,4.93,4.92,4.88,4.98,4.94,4.87,4.91,,f,1,1,0,0,3.38
